city,song,song_id,release_date,peak_date,peak_streams,peak_listeners,weeks_to_peak,is_still_growing,peaked_first_week
Daytona Beach,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,False,True
Lisbon,That Thing,1807227251,2025-03-21,2025-03-21,2,2,0.0,False,True
Lisbon,Althea,1748029276,2024-06-21,2024-06-28,1,1,,True,False
St. Louis,What Home Is,1711474234,2023-11-10,2023-11-17,2,1,1.0,False,False
St. Louis,That Thing,1807227251,2025-03-21,2025-03-21,3,3,0.0,False,True
St. Louis,Cycles,1711474233,2023-11-10,2023-11-17,2,1,1.0,False,False
St. Louis,Althea,1748029276,2024-06-21,2024-06-21,15,10,0.0,False,True
St. Louis,The Way That It Was,1711474242,2023-11-10,2023-11-17,1,1,1.0,False,False
St. Louis,Holding On,1711474240,2023-11-10,2023-11-24,1,1,2.0,False,False
St. Louis,Kid,1711474235,2023-11-10,2023-11-17,1,1,1.0,False,False
St. Louis,Crash,1711474239,2023-11-10,2023-11-17,1,1,1.0,False,False
St. Louis,All In,1711474237,2023-11-10,2023-11-24,1,1,2.0,False,False
St. Louis,Slipping Away,1711474243,2023-11-10,2023-11-17,1,1,1.0,False,False
St. Louis,Easy,1711474241,2023-11-10,2023-11-17,1,1,1.0,False,False
Orlando,Althea,1748029276,2024-06-21,2024-06-28,10,8,1.0,False,False
Orlando,That Thing,1807227251,2025-03-21,2025-03-28,6,3,1.0,False,False
Orlando,The Way That It Was,1711474242,2023-11-10,2023-11-17,1,1,1.0,False,False
Orlando,Holding On,1711474240,2023-11-10,2023-11-17,2,1,1.0,False,False
Orlando,Kid,1711474235,2023-11-10,2023-11-17,1,0,1.0,False,False
Orlando,All In,1711474237,2023-11-10,2023-11-17,1,0,1.0,False,False
Orlando,Slipping Away,1711474243,2023-11-10,2023-11-17,1,1,1.0,False,False
Orlando,Easy,1711474241,2023-11-10,2023-11-17,1,1,1.0,False,False
Orlando,Crash,1711474239,2023-11-10,2023-11-17,1,0,1.0,False,False
Kingston Upon Hull,What Home Is,1711474234,2023-11-10,2023-11-10,2,0,0.0,False,True
Kingston Upon Hull,Cycles,1711474233,2023-11-10,2023-11-10,2,0,0.0,False,True
Kingston Upon Hull,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,False,True
Kingston Upon Hull,The Way That It Was,1711474242,2023-11-10,2023-11-10,1,1,0.0,False,True
Kingston Upon Hull,Slipping Away,1711474243,2023-11-10,2023-11-10,3,1,0.0,False,True
Kingston Upon Hull,Crash,1711474239,2023-11-10,2023-11-10,2,0,0.0,False,True
Kingston Upon Hull,All In,1711474237,2023-11-10,2023-11-10,1,1,0.0,False,True
Kingston Upon Hull,Holding On,1711474240,2023-11-10,2023-11-10,2,1,0.0,False,True
Kingston Upon Hull,Easy,1711474241,2023-11-10,2023-11-10,2,1,0.0,False,True
Las Vegas,What Home Is,1711474234,2023-11-10,2023-11-10,3,1,0.0,False,True
Las Vegas,All In,1711474237,2023-11-10,2023-11-10,2,1,0.0,False,True
Las Vegas,That Thing,1807227251,2025-03-21,2025-03-28,3,3,1.0,False,False
Las Vegas,Cycles,1711474233,2023-11-10,2023-11-10,3,1,0.0,False,True
Las Vegas,Kid,1711474235,2023-11-10,2023-11-10,4,1,0.0,False,True
Las Vegas,Crash,1711474239,2023-11-10,2023-11-10,2,1,0.0,False,True
Las Vegas,Althea,1748029276,2024-06-21,2024-06-28,9,5,1.0,False,False
Las Vegas,Easy,1711474241,2023-11-10,2023-11-10,1,1,0.0,False,True
Las Vegas,Holding On,1711474240,2023-11-10,2023-11-10,2,1,0.0,False,True
Raleigh,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Raleigh,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,The Way That It Was,1711474242,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,Slipping Away,1711474243,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,Crash,1711474239,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,That Thing,1807227251,2025-03-21,2025-03-28,3,3,1.0,False,False
Raleigh,All In,1711474237,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,Easy,1711474241,2023-11-10,2023-11-10,1,1,0.0,False,True
Raleigh,Althea,1748029276,2024-06-21,2024-07-05,2,2,,True,False
Saint George's,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Saint George's,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,False,True
Saint George's,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,False,True
Saint George's,The Way That It Was,1711474242,2023-11-10,2023-11-10,1,1,0.0,False,True
Saint George's,Slipping Away,1711474243,2023-11-10,2023-11-10,1,1,0.0,False,True
Saint George's,Crash,1711474239,2023-11-10,2023-11-10,1,1,0.0,False,True
Saint George's,All In,1711474237,2023-11-10,2023-11-10,1,1,0.0,False,True
Saint George's,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,False,True
Saint George's,Easy,1711474241,2023-11-10,2023-11-10,1,1,0.0,False,True
South Bend,The Way That It Was,1711474242,2023-11-10,2023-11-10,1,1,0.0,False,True
South Bend,Holding On,1711474240,2023-11-10,2023-11-10,2,0,0.0,False,True
South Bend,Easy,1711474241,2023-11-10,2023-11-10,1,1,0.0,False,True
Bend,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Fort Worth,Althea,1748029276,2024-06-21,2024-06-28,6,5,1.0,False,False
Fort Worth,That Thing,1807227251,2025-03-21,2025-03-21,2,2,0.0,False,True
Fort Worth,Easy,1711474241,2023-11-10,2023-12-01,1,1,3.0,False,False
Milan,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,False,True
Omaha,Althea,1748029276,2024-06-21,2024-06-21,7,5,0.0,False,True
San Francisco,Althea,1748029276,2024-06-21,2024-06-21,6,4,0.0,False,True
San Francisco,That Thing,1807227251,2025-03-21,2025-04-11,4,3,3.0,False,False
Bridgeport,Althea,1748029276,2024-06-21,2024-06-28,3,3,,True,False
Madison,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Madison,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,False,True
Rochester,What Home Is,1711474234,2023-11-10,2023-11-10,1,1,0.0,False,True
Rochester,Cycles,1711474233,2023-11-10,2023-11-17,1,1,1.0,False,False
Rochester,That Thing,1807227251,2025-03-21,2025-03-28,6,4,1.0,False,False
Rochester,Althea,1748029276,2024-06-21,2024-06-28,8,7,1.0,False,False
Rochester,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,False,False
Rochester,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,False,True
Tacoma,That Thing,1807227251,2025-03-21,2025-04-04,3,3,2.0,False,False
Tacoma,Althea,1748029276,2024-06-21,2024-06-21,5,3,0.0,False,True
Asheville,That Thing,1807227251,2025-03-21,2025-03-28,3,2,1.0,False,False
Asheville,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,False,False
Brisbane,Althea,1748029276,2024-06-21,2024-06-28,3,3,1.0,False,False
Brisbane,That Thing,1807227251,2025-03-21,2025-03-28,2,2,1.0,False,False
Cape Coral,That Thing,1807227251,2025-03-21,2025-03-28,7,2,1.0,False,False
Cape Coral,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,False,False
Christchurch,That Thing,1807227251,2025-03-21,2025-03-28,2,2,1.0,False,False
Christchurch,Althea,1748029276,2024-06-21,2024-06-28,1,1,,True,False
Cleveland,That Thing,1807227251,2025-03-21,2025-03-28,3,2,1.0,False,False
Cleveland,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,False,True
Columbus,That Thing,1807227251,2025-03-21,2025-03-21,2,2,0.0,False,True
Columbus,Althea,1748029276,2024-06-21,2024-06-21,5,5,0.0,False,True
Kelowna,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,False,False
Kelowna,That Thing,1807227251,2025-03-21,2025-03-28,2,2,1.0,False,False
Lansing,That Thing,1807227251,2025-03-21,2025-03-28,2,2,1.0,False,False
Lansing,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,False,False
Mesa,That Thing,1807227251,2025-03-21,2025-03-28,3,2,1.0,False,False
Mesa,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,False,False
Sacramento,What Home Is,1711474234,2023-11-10,2023-11-17,2,1,1.0,False,False
Sacramento,That Thing,1807227251,2025-03-21,2025-04-25,4,3,5.0,False,False
Sacramento,Cycles,1711474233,2023-11-10,2023-11-17,2,1,1.0,False,False
Sacramento,The Way That It Was,1711474242,2023-11-10,2023-11-17,1,1,1.0,False,False
Sacramento,Holding On,1711474240,2023-11-10,2023-11-17,1,1,1.0,False,False
Sacramento,All In,1711474237,2023-11-10,2023-11-17,1,1,1.0,False,False
Sacramento,Althea,1748029276,2024-06-21,2024-06-28,14,11,1.0,False,False
Sacramento,Slipping Away,1711474243,2023-11-10,2023-11-17,1,1,1.0,False,False
Sacramento,Crash,1711474239,2023-11-10,2023-11-17,1,1,1.0,False,False
Wichita,That Thing,1807227251,2025-03-21,2025-03-28,3,2,1.0,False,False
Wichita,Althea,1748029276,2024-06-21,2024-06-21,3,3,0.0,False,True
Wilmington,Althea,1748029276,2024-06-21,2024-06-28,10,6,1.0,False,False
Wilmington,That Thing,1807227251,2025-03-21,2025-04-11,2,2,3.0,False,False
Auckland,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,False,False
Auckland,Althea,1748029276,2024-06-21,2024-06-28,3,2,1.0,False,False
Bakersfield,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Barnstable,Althea,1748029276,2024-06-21,2024-07-05,3,2,2.0,False,False
Barnstable,That Thing,1807227251,2025-03-21,2025-03-28,3,1,1.0,False,False
Bayonne,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Bemidji,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Boise,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Boise,Althea,1748029276,2024-06-21,2024-06-28,5,5,1.0,False,False
Bordeaux,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Boulder,Althea,1748029276,2024-06-21,2024-06-21,4,4,0.0,False,True
Boulder,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Cape Town,That Thing,1807227251,2025-03-21,2025-04-11,2,2,3.0,False,False
Cape Town,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,False,True
Charleroi,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Charleston,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
Charleston,That Thing,1807227251,2025-03-21,2025-03-28,3,1,1.0,False,False
Chowchilla,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Circleville,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Cookeville,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Crawfordsville,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Dublin,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,False,False
Dublin,Althea,1748029276,2024-06-21,2024-08-16,1,1,8.0,False,False
Edinburgh,Althea,1748029276,2024-06-21,2024-07-26,1,1,5.0,False,False
Fort Wayne,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Frankfurt Am Main,Althea,1748029276,2024-06-21,2024-06-21,7,6,0.0,False,True
Frankfurt Am Main,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Gastonia,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,False,True
Gastonia,That Thing,1807227251,2025-03-21,2025-04-25,1,1,5.0,False,False
Gordon,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,False,False
Hendersonville,That Thing,1807227251,2025-03-21,2025-03-28,2,1,1.0,False,False
Jacksonville,Althea,1748029276,2024-06-21,2024-06-21,14,5,0.0,False,True
Jacksonville,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,False,False
Jacksonville,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Joliette,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Kaohsiung,That Thing,1807227251,2025-03-21,2025-03-28,2,1,1.0,False,False
Kaohsiung,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,False,False
Knoxville,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,False,False
Knoxville,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,False,False
Lake Butler,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Lausanne,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,False,True
Lausanne,Althea,1748029276,2024-06-21,2024-08-16,3,2,8.0,False,False
Leesburg,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Leesburg,Cycles,1711474233,2023-11-10,2023-11-10,1,0,0.0,False,True
Leesburg,Slipping Away,1711474243,2023-11-10,2023-11-10,1,0,0.0,False,True
Leesburg,Crash,1711474239,2023-11-10,2023-11-10,1,0,0.0,False,True
Leesburg,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Leesburg,Althea,1748029276,2024-06-21,2024-06-28,1,1,,True,False
Leesburg,All In,1711474237,2023-11-10,2023-11-10,1,0,0.0,False,True
Leuven,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Lexington-Fayette,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Lexington-Fayette,Althea,1748029276,2024-06-21,2024-06-28,2,1,,True,False
Los Mochis,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Lubbock,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,False,True
Lubbock,Althea,1748029276,2024-06-21,2024-07-05,3,3,2.0,False,False
Melbourne,Althea,1748029276,2024-06-21,2024-07-05,4,4,2.0,False,False
Melbourne,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,False,False
Memphis,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,False,True
Memphis,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,False,False
Memphis,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Minato,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Montgomery,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
Montgomery,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Newmarket,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,False,False
Newmarket,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Oak Harbor,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,False,False
Oak Harbor,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Oldenburg,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
Oldenburg,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Ottawa,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Ottawa,Crash,1711474239,2023-11-10,2023-12-15,1,1,5.0,False,False
Ottawa,The Way That It Was,1711474242,2023-11-10,2023-12-15,1,1,5.0,False,False
Ottawa,All In,1711474237,2023-11-10,2023-12-15,1,1,5.0,False,False
Ottawa,Althea,1748029276,2024-06-21,2024-06-28,2,1,1.0,False,False
Ottawa,What Home Is,1711474234,2023-11-10,2023-12-15,1,1,5.0,False,False
Ottawa,Easy,1711474241,2023-11-10,2023-12-15,1,1,5.0,False,False
Ottawa,Cycles,1711474233,2023-11-10,2023-12-15,1,1,5.0,False,False
Ottawa,Holding On,1711474240,2023-11-10,2023-12-15,1,1,5.0,False,False
Ottawa,Kid,1711474235,2023-11-10,2023-12-15,1,1,5.0,False,False
Phoenix,That Thing,1807227251,2025-03-21,2025-04-11,2,2,3.0,False,False
Phoenix,Althea,1748029276,2024-06-21,2024-06-28,9,7,1.0,False,False
Phoenix,Breaking Me Down,1807227249,2025-04-25,2025-04-25,1,1,0.0,False,True
Phoenix,Holding On,1711474240,2023-11-10,2024-02-02,1,1,,True,False
Port Saint Lucie,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Poznań,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,False,False
Poznań,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Québec,That Thing,1807227251,2025-03-21,2025-03-28,3,1,1.0,False,False
Red Deer,Althea,1748029276,2024-06-21,2024-08-23,2,1,9.0,False,False
Red Deer,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Richmond,Althea,1748029276,2024-06-21,2024-06-28,4,4,1.0,False,False
Richmond,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,False,False
San Luis Obispo,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,False,False
San Luis Obispo,Althea,1748029276,2024-06-21,2024-07-05,1,1,,True,False
Sarasota,That Thing,1807227251,2025-03-21,2025-03-21,4,2,0.0,False,True
Sheridan,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Stuttgart,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
Stuttgart,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Taichung,Althea,1748029276,2024-06-21,2024-08-09,1,1,7.0,False,False
Taichung,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Tampa,That Thing,1807227251,2025-03-21,2025-03-21,8,3,0.0,False,True
Tampa,Althea,1748029276,2024-06-21,2024-07-05,9,5,2.0,False,False
Thành Phố Uông Bí,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Tijuana,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,False,False
Timmins,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Uvalde,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Vienna,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Vienna,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,False,True
Winkler,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,False,False
Winkler,That Thing,1807227251,2025-03-21,2025-03-28,1,1,1.0,False,False
Zürich,Cycles,1711474233,2023-11-10,2023-12-29,1,1,7.0,False,False
Zürich,Althea,1748029276,2024-06-21,2024-07-05,3,1,2.0,False,False
Zürich,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,False,False
Akron,That Thing,1807227251,2025-03-21,2025-03-21,1,0,0.0,False,True
Akron,Althea,1748029276,2024-06-21,2024-06-28,6,2,1.0,False,False
Anchorage,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Anchorage,Althea,1748029276,2024-06-21,2024-06-28,4,4,1.0,False,False
Ann Arbor,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Ann Arbor,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,False,False
Ashland,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Ashland,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
Bay Harbor,That Thing,1807227251,2025-03-21,2025-03-21,1,0,0.0,False,True
Bellingham,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,False,True
Bellingham,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,False,False
Billings,That Thing,1807227251,2025-03-21,2025-03-28,3,0,1.0,False,False
Billings,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,False,False
Billings,The Way That It Was,1711474242,2023-11-10,2024-01-19,2,1,10.0,False,False
Bogotá,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Buffalo,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,False,True
Buffalo,Althea,1748029276,2024-06-21,2024-06-28,7,6,1.0,False,False
Cadillac,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Canton,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Cardiff,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Cardiff,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,False,False
Chon Buri,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Columbia,That Thing,1807227251,2025-03-21,2025-03-21,1,0,0.0,False,True
Columbia,Althea,1748029276,2024-06-21,2024-07-05,2,1,2.0,False,False
Dayton,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Dayton,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,False,False
Düsseldorf,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Düsseldorf,Althea,1748029276,2024-06-21,2024-06-28,2,1,1.0,False,False
Eau Claire,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Eugene,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Fremont,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Fremont,Althea,1748029276,2024-06-21,2024-06-28,2,1,1.0,False,False
Fukuoka,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Glenwood Springs,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Havelock,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Helena,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Johnstown,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Johnstown,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,False,True
Kalispell,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Kalispell,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
Lancaster,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Lancaster,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,False,False
Lincoln,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,False,True
Lincoln,Althea,1748029276,2024-06-21,2024-06-28,1,1,,True,False
Linz,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Linz,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,False,False
Little Rock,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,False,True
Little Rock,That Thing,1807227251,2025-03-21,2025-03-28,1,0,1.0,False,False
Lynchburg,That Thing,1807227251,2025-03-21,2025-03-28,1,0,1.0,False,False
Monterrey,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Monterrey,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,False,True
New Orleans,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
New Orleans,Althea,1748029276,2024-06-21,2024-06-28,13,10,1.0,False,False
New Orleans,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,1,2.0,False,False
Newport News,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Newport News,Althea,1748029276,2024-06-21,2024-08-23,1,1,9.0,False,False
Ogden,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Ogden,Althea,1748029276,2024-06-21,2024-06-28,3,2,,True,False
Olean,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Oshawa,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Penticton,That Thing,1807227251,2025-03-21,2025-03-21,2,2,0.0,False,True
Portsmouth,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Prince George,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Redding,That Thing,1807227251,2025-03-21,2025-05-02,1,1,6.0,False,False
Regina,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Regina,Althea,1748029276,2024-06-21,2024-07-05,1,1,,True,False
Rock Hill,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Rodez,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Sandpoint,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Sapporo,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Saskatoon,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,False,True
Star Valley Ranch,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Stonecrest,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Taipei,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Taipei,Althea,1748029276,2024-06-21,2024-06-28,4,3,1.0,False,False
Tallinn,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Tallinn,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
The Woodlands,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,False,True
The Woodlands,Breaking Me Down,1807227249,2025-04-25,2025-04-25,2,1,0.0,False,True
The Woodlands,Althea,1748029276,2024-06-21,2024-07-05,1,1,,True,False
Traverse City,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Tucson,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Tulsa,That Thing,1807227251,2025-03-21,2025-03-21,4,4,0.0,False,True
Tulsa,Althea,1748029276,2024-06-21,2024-06-28,9,7,1.0,False,False
Victoria,That Thing,1807227251,2025-03-21,2025-03-21,3,3,0.0,False,True
Watertown,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Waukesha,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Wausau,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
Tel Aviv,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,False,True
Greenville,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,False,False
Greenville,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,False,False
Hong Kong,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Hong Kong,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,False,True
Hong Kong,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,False,True
Hong Kong,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,False,False
Hong Kong,Althea,1748029276,2024-06-21,2024-06-28,2,2,,True,False
Mexico City,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Mexico City,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,False,True
Mexico City,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,False,True
Mexico City,Althea,1748029276,2024-06-21,2024-07-05,3,3,2.0,False,False
Mexico City,Crash,1711474239,2023-11-10,2023-11-10,1,1,0.0,False,True
Mexico City,All In,1711474237,2023-11-10,2023-11-10,1,1,0.0,False,True
Mexico City,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,False,True
Venice,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Venice,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,False,True
Venice,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,False,True
Moncton,Althea,1748029276,2024-06-21,2024-06-21,1,1,,True,False
Wenatchee,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,False,True
