city,song,song_id,release_date,peak_date,peak_streams,peak_listeners,weeks_to_peak,is_still_growing,peaked_first_week
Dallas,Kid,1711474235,2023-11-10,2024-04-05,1,0,21.0,False,False
Gunnison,Holding On,1711474240,2023-11-10,2024-09-13,1,0,44.0,False,False
Gunnison,Slipping Away,1711474243,2023-11-10,2023-11-10,3,0,0.0,False,True
Gunnison,The Way That It Was,1711474242,2023-11-10,2024-09-20,2,0,45.0,False,False
Gunnison,What Home Is,1711474234,2023-11-10,2023-11-10,2,0,0.0,False,True
Gunnison,Cycles,1711474233,2023-11-10,2023-11-10,3,0,0.0,False,True
Gunnison,Kid,1711474235,2023-11-10,2023-11-10,1,0,0.0,False,True
Gunnison,All In,1711474237,2023-11-10,2024-01-19,1,0,10.0,False,False
Gunnison,Crash,1711474239,2023-11-10,2023-11-10,2,0,0.0,False,True
Gunnison,Easy,1711474241,2023-11-10,2024-09-20,1,0,45.0,False,False
Paris,Althea,1748029276,2024-06-21,2024-06-21,7,0,0.0,False,True
Paris,Crash,1711474239,2023-11-10,2023-12-22,1,0,6.0,False,False
Paris,Cycles,1711474233,2023-11-10,2023-12-22,2,0,6.0,False,False
Paris,The Way That It Was,1711474242,2023-11-10,2024-04-05,1,0,21.0,False,False
Paris,That Thing,1807227251,2025-03-21,2025-04-11,1,0,3.0,False,False
Paris,All In,1711474237,2023-11-10,2023-12-22,3,0,6.0,False,False
Paris,What Home Is,1711474234,2023-11-10,2023-12-22,1,0,6.0,False,False
Paris,Breaking Me Down,1807227249,2025-04-25,2025-05-02,2,0,1.0,False,False
Paris,Slipping Away,1711474243,2023-11-10,2023-12-22,1,0,6.0,False,False
Paris,Holding On,1711474240,2023-11-10,2023-12-22,2,0,6.0,False,False
Paris,Kid,1711474235,2023-11-10,2023-12-22,2,0,6.0,False,False
Tokyo,Althea,1748029276,2024-06-21,2024-06-21,5,0,0.0,False,True
Tokyo,That Thing,1807227251,2025-03-21,2025-04-18,9,0,4.0,False,False
Tokyo,What Home Is,1711474234,2023-11-10,2023-11-24,4,0,2.0,False,False
Tokyo,Cycles,1711474233,2023-11-10,2023-11-24,9,0,2.0,False,False
Tokyo,Easy,1711474241,2023-11-10,2024-03-22,2,0,19.0,False,False
Tokyo,The Way That It Was,1711474242,2023-11-10,2024-04-05,1,0,21.0,False,False
Tokyo,Holding On,1711474240,2023-11-10,2023-11-24,4,0,2.0,False,False
Tokyo,All In,1711474237,2023-11-10,2023-11-24,4,0,2.0,False,False
Tokyo,Crash,1711474239,2023-11-10,2023-11-24,4,0,2.0,False,False
Tokyo,Kid,1711474235,2023-11-10,2023-11-24,4,0,2.0,False,False
Tokyo,Slipping Away,1711474243,2023-11-10,2023-12-01,1,0,3.0,False,False
Toronto,Althea,1748029276,2024-06-21,2024-06-21,17,0,0.0,False,True
Toronto,What Home Is,1711474234,2023-11-10,2023-11-17,1,0,1.0,False,False
Toronto,That Thing,1807227251,2025-03-21,2025-03-21,5,0,0.0,False,True
Toronto,Cycles,1711474233,2023-11-10,2023-11-17,1,0,1.0,False,False
Toronto,The Way That It Was,1711474242,2023-11-10,2023-11-17,2,0,1.0,False,False
Toronto,Holding On,1711474240,2023-11-10,2023-11-17,2,0,1.0,False,False
Toronto,Kid,1711474235,2023-11-10,2023-11-17,1,0,1.0,False,False
Toronto,Crash,1711474239,2023-11-10,2023-11-17,2,0,1.0,False,False
Toronto,All In,1711474237,2023-11-10,2023-11-17,2,0,1.0,False,False
Toronto,Slipping Away,1711474243,2023-11-10,2023-11-17,2,0,1.0,False,False
Toronto,Easy,1711474241,2023-11-10,2023-11-17,2,0,1.0,False,False
Toronto,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,0,1.0,False,False
Baltimore,Althea,1748029276,2024-06-21,2024-06-21,5,0,0.0,False,True
Baltimore,That Thing,1807227251,2025-03-21,2025-03-21,3,0,0.0,False,True
Baltimore,Cycles,1711474233,2023-11-10,2023-11-10,1,0,0.0,False,True
Baltimore,Slipping Away,1711474243,2023-11-10,2024-03-29,1,0,20.0,False,False
Baltimore,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,0,,True,False
Baltimore,Holding On,1711474240,2023-11-10,2024-02-02,1,0,12.0,False,False
Baton Rouge,Althea,1748029276,2024-06-21,2025-01-31,1,0,32.0,False,False
Baton Rouge,That Thing,1807227251,2025-03-21,2025-04-18,2,0,4.0,False,False
Calgary,Althea,1748029276,2024-06-21,2024-06-21,4,0,0.0,False,True
Calgary,That Thing,1807227251,2025-03-21,2025-04-25,2,0,5.0,False,False
Calgary,Holding On,1711474240,2023-11-10,2024-03-15,1,0,18.0,False,False
Chicago,Kid,1711474235,2023-11-10,2023-12-15,4,0,5.0,False,False
Chicago,What Home Is,1711474234,2023-11-10,2023-12-15,4,0,5.0,False,False
Chicago,Cycles,1711474233,2023-11-10,2023-12-15,5,0,5.0,False,False
Chicago,That Thing,1807227251,2025-03-21,2025-04-11,9,0,3.0,False,False
Chicago,Althea,1748029276,2024-06-21,2024-06-21,22,0,0.0,False,True
Chicago,Slipping Away,1711474243,2023-11-10,2023-12-15,4,0,5.0,False,False
Chicago,Crash,1711474239,2023-11-10,2023-12-15,3,0,5.0,False,False
Chicago,The Way That It Was,1711474242,2023-11-10,2023-12-29,4,0,7.0,False,False
Chicago,Holding On,1711474240,2023-11-10,2024-04-19,7,0,23.0,False,False
Chicago,Easy,1711474241,2023-11-10,2023-12-15,4,0,5.0,False,False
Chicago,All In,1711474237,2023-11-10,2023-12-15,4,0,5.0,False,False
Chicago,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,0,,True,False
Denver,Holding On,1711474240,2023-11-10,2024-09-20,18,0,45.0,False,False
Denver,Althea,1748029276,2024-06-21,2024-06-21,29,0,0.0,False,True
Denver,Slipping Away,1711474243,2023-11-10,2024-09-20,17,0,45.0,False,False
Denver,The Way That It Was,1711474242,2023-11-10,2024-09-20,17,0,45.0,False,False
Denver,What Home Is,1711474234,2023-11-10,2024-09-20,19,0,45.0,False,False
Denver,Cycles,1711474233,2023-11-10,2024-09-20,19,0,45.0,False,False
Denver,That Thing,1807227251,2025-03-21,2025-03-21,20,0,0.0,False,True
Denver,Kid,1711474235,2023-11-10,2024-09-20,19,0,45.0,False,False
Denver,Crash,1711474239,2023-11-10,2024-09-20,19,0,45.0,False,False
Denver,All In,1711474237,2023-11-10,2024-09-20,20,0,45.0,False,False
Denver,Easy,1711474241,2023-11-10,2024-09-20,18,0,45.0,False,False
Denver,Breaking Me Down,1807227249,2025-04-25,2025-04-25,2,0,0.0,False,True
Detroit,Althea,1748029276,2024-06-21,2024-06-21,8,0,0.0,False,True
Detroit,That Thing,1807227251,2025-03-21,2025-04-11,4,0,3.0,False,False
Detroit,Cycles,1711474233,2023-11-10,2023-12-15,1,0,5.0,False,False
Houston,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Houston,That Thing,1807227251,2025-03-21,2025-04-11,3,0,3.0,False,False
Houston,Cycles,1711474233,2023-11-10,2023-11-10,1,0,0.0,False,True
Houston,Kid,1711474235,2023-11-10,2023-11-10,1,0,0.0,False,True
Houston,Althea,1748029276,2024-06-21,2024-06-21,9,0,0.0,False,True
Houston,Slipping Away,1711474243,2023-11-10,2023-11-10,1,0,0.0,False,True
Houston,Crash,1711474239,2023-11-10,2023-11-10,1,0,0.0,False,True
Houston,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,0,,True,False
Houston,Holding On,1711474240,2023-11-10,2023-12-08,1,0,4.0,False,False
Houston,All In,1711474237,2023-11-10,2023-11-10,1,0,0.0,False,True
Kansas City,What Home Is,1711474234,2023-11-10,2024-03-08,1,0,17.0,False,False
Kansas City,The Way That It Was,1711474242,2023-11-10,2023-12-22,1,0,6.0,False,False
Kansas City,Althea,1748029276,2024-06-21,2024-06-21,9,0,0.0,False,True
Kansas City,That Thing,1807227251,2025-03-21,2025-04-11,2,0,3.0,False,False
Kansas City,Cycles,1711474233,2023-11-10,2023-11-24,2,0,2.0,False,False
Montréal,The Way That It Was,1711474242,2023-11-10,2024-10-25,2,0,50.0,False,False
Montréal,Althea,1748029276,2024-06-21,2024-06-21,3,0,0.0,False,True
Montréal,Slipping Away,1711474243,2023-11-10,2024-10-25,2,0,50.0,False,False
Montréal,Kid,1711474235,2023-11-10,2024-10-25,4,0,50.0,False,False
Montréal,That Thing,1807227251,2025-03-21,2025-03-28,2,0,1.0,False,False
Montréal,Cycles,1711474233,2023-11-10,2024-10-25,5,0,50.0,False,False
Montréal,What Home Is,1711474234,2023-11-10,2024-10-25,4,0,50.0,False,False
Montréal,Crash,1711474239,2023-11-10,2024-10-25,4,0,50.0,False,False
Montréal,All In,1711474237,2023-11-10,2024-10-25,4,0,50.0,False,False
Montréal,Easy,1711474241,2023-11-10,2024-10-25,3,0,50.0,False,False
Montréal,Holding On,1711474240,2023-11-10,2024-10-25,4,0,50.0,False,False
Nashville,What Home Is,1711474234,2023-11-10,2023-11-17,1,0,1.0,False,False
Nashville,That Thing,1807227251,2025-03-21,2025-03-21,4,0,0.0,False,True
Nashville,Cycles,1711474233,2023-11-10,2023-11-17,1,0,1.0,False,False
Nashville,Holding On,1711474240,2023-11-10,2023-11-17,1,0,1.0,False,False
Nashville,Kid,1711474235,2023-11-10,2023-11-17,1,0,1.0,False,False
Nashville,All In,1711474237,2023-11-10,2023-11-17,1,0,1.0,False,False
Nashville,Althea,1748029276,2024-06-21,2024-06-21,19,0,0.0,False,True
Nashville,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,0,,True,False
Nashville,Crash,1711474239,2023-11-10,2023-11-17,1,0,1.0,False,False
New York City,Holding On,1711474240,2023-11-10,2024-01-26,2,0,11.0,False,False
New York City,The Way That It Was,1711474242,2023-11-10,2025-01-10,2,0,61.0,False,False
New York City,Cycles,1711474233,2023-11-10,2024-08-02,4,0,38.0,False,False
New York City,Slipping Away,1711474243,2023-11-10,2024-01-12,2,0,9.0,False,False
New York City,Kid,1711474235,2023-11-10,2024-02-02,5,0,12.0,False,False
New York City,What Home Is,1711474234,2023-11-10,2024-02-02,4,0,12.0,False,False
New York City,Easy,1711474241,2023-11-10,2024-08-02,2,0,38.0,False,False
New York City,Althea,1748029276,2024-06-21,2024-06-21,18,0,0.0,False,True
New York City,That Thing,1807227251,2025-03-21,2025-03-28,9,0,1.0,False,False
New York City,Crash,1711474239,2023-11-10,2024-02-02,3,0,12.0,False,False
New York City,All In,1711474237,2023-11-10,2025-02-28,4,0,68.0,False,False
New York City,Breaking Me Down,1807227249,2025-04-25,2025-04-25,3,0,0.0,False,True
Philadelphia,Slipping Away,1711474243,2023-11-10,2024-09-20,2,0,45.0,False,False
Philadelphia,The Way That It Was,1711474242,2023-11-10,2024-09-20,1,0,45.0,False,False
Philadelphia,Kid,1711474235,2023-11-10,2024-09-20,1,0,45.0,False,False
Philadelphia,That Thing,1807227251,2025-03-21,2025-03-21,3,0,0.0,False,True
Philadelphia,Cycles,1711474233,2023-11-10,2024-10-11,2,0,48.0,False,False
Philadelphia,Althea,1748029276,2024-06-21,2024-07-12,4,0,3.0,False,False
Philadelphia,What Home Is,1711474234,2023-11-10,2024-09-20,1,0,45.0,False,False
Philadelphia,Crash,1711474239,2023-11-10,2024-09-20,1,0,45.0,False,False
Philadelphia,Holding On,1711474240,2023-11-10,2025-04-18,1,0,75.0,False,False
Philadelphia,Easy,1711474241,2023-11-10,2025-04-18,1,0,75.0,False,False
Philadelphia,All In,1711474237,2023-11-10,2025-04-18,1,0,75.0,False,False
Portland,Althea,1748029276,2024-06-21,2024-06-21,30,0,0.0,False,True
Portland,That Thing,1807227251,2025-03-21,2025-03-28,5,0,1.0,False,False
Portland,Cycles,1711474233,2023-11-10,2025-01-17,2,0,62.0,False,False
Portland,Holding On,1711474240,2023-11-10,2024-04-19,2,0,23.0,False,False
Portland,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,0,1.0,False,False
Salt Lake City,Althea,1748029276,2024-06-21,2024-06-21,8,0,0.0,False,True
Salt Lake City,Crash,1711474239,2023-11-10,2025-04-11,1,0,74.0,False,False
Salt Lake City,All In,1711474237,2023-11-10,2024-10-18,2,0,49.0,False,False
Salt Lake City,That Thing,1807227251,2025-03-21,2025-03-21,5,0,0.0,False,True
Salt Lake City,What Home Is,1711474234,2023-11-10,2024-08-16,18,0,40.0,False,False
Salt Lake City,Cycles,1711474233,2023-11-10,2024-04-12,1,0,22.0,False,False
Salt Lake City,Easy,1711474241,2023-11-10,2025-04-04,1,0,73.0,False,False
Salt Lake City,Kid,1711474235,2023-11-10,2025-05-09,1,0,,True,False
San Diego,Althea,1748029276,2024-06-21,2024-08-23,3,0,9.0,False,False
San Diego,That Thing,1807227251,2025-03-21,2025-03-21,2,0,0.0,False,True
San Diego,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,0,,True,False
Seoul,Althea,1748029276,2024-06-21,2024-07-19,1,0,4.0,False,False
Seoul,That Thing,1807227251,2025-03-21,2025-04-04,1,0,2.0,False,False
Sydney,Althea,1748029276,2024-06-21,2024-06-21,3,0,0.0,False,True
Sydney,That Thing,1807227251,2025-03-21,2025-03-28,3,0,1.0,False,False
Vancouver,That Thing,1807227251,2025-03-21,2025-03-21,6,0,0.0,False,True
Vancouver,Cycles,1711474233,2023-11-10,2023-11-10,0,0,,True,False
Vancouver,Althea,1748029276,2024-06-21,2024-06-21,15,0,0.0,False,True
Vancouver,Holding On,1711474240,2023-11-10,2024-03-08,1,0,17.0,False,False
West Chester,Althea,1748029276,2024-06-21,2024-07-12,4,0,3.0,False,False
Albuquerque,Slipping Away,1711474243,2023-11-10,2023-11-10,3,0,0.0,False,True
Albuquerque,What Home Is,1711474234,2023-11-10,2023-11-10,2,0,0.0,False,True
Albuquerque,That Thing,1807227251,2025-03-21,2025-03-21,1,0,0.0,False,True
Albuquerque,Cycles,1711474233,2023-11-10,2023-11-10,2,0,0.0,False,True
Albuquerque,Kid,1711474235,2023-11-10,2023-11-10,2,0,0.0,False,True
Albuquerque,The Way That It Was,1711474242,2023-11-10,2023-11-10,6,0,0.0,False,True
Albuquerque,Althea,1748029276,2024-06-21,2024-07-19,2,0,4.0,False,False
Albuquerque,All In,1711474237,2023-11-10,2023-11-10,1,0,0.0,False,True
Albuquerque,Holding On,1711474240,2023-11-10,2023-11-10,2,0,0.0,False,True
Albuquerque,Easy,1711474241,2023-11-10,2023-11-10,1,0,0.0,False,True
Halifax,What Home Is,1711474234,2023-11-10,2024-05-03,1,0,25.0,False,False
Halifax,Cycles,1711474233,2023-11-10,2024-01-12,1,0,9.0,False,False
Halifax,Althea,1748029276,2024-06-21,2024-07-12,2,0,3.0,False,False
Halifax,That Thing,1807227251,2025-03-21,2025-04-18,1,0,4.0,False,False
Burlington,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,False,True
Burlington,That Thing,1807227251,2025-03-21,2025-03-21,2,0,0.0,False,True
Burlington,Cycles,1711474233,2023-11-10,2023-11-10,1,0,0.0,False,True
Burlington,Kid,1711474235,2023-11-10,2023-11-10,2,0,0.0,False,True
Burlington,All In,1711474237,2023-11-10,2024-01-12,1,0,9.0,False,False
Burlington,The Way That It Was,1711474242,2023-11-10,2024-01-05,1,0,8.0,False,False
Burlington,Althea,1748029276,2024-06-21,2024-11-08,1,0,20.0,False,False
Seattle,Althea,1748029276,2024-06-21,2024-06-21,20,0,0.0,False,True
Seattle,That Thing,1807227251,2025-03-21,2025-03-21,9,0,0.0,False,True
Seattle,Cycles,1711474233,2023-11-10,2024-03-08,2,0,17.0,False,False
Seattle,Holding On,1711474240,2023-11-10,2024-12-06,2,0,56.0,False,False
Seattle,Breaking Me Down,1807227249,2025-04-25,2025-05-02,2,0,1.0,False,False
Seattle,What Home Is,1711474234,2023-11-10,2025-04-11,1,0,74.0,False,False
Seattle,All In,1711474237,2023-11-10,2024-01-05,1,0,8.0,False,False
São Paulo,Holding On,1711474240,2023-11-10,2024-09-13,2,0,44.0,False,False
São Paulo,Althea,1748029276,2024-06-21,2024-09-06,1,0,11.0,False,False
São Paulo,All In,1711474237,2023-11-10,2025-01-24,1,0,63.0,False,False
São Paulo,Kid,1711474235,2023-11-10,2025-03-14,1,0,70.0,False,False
São Paulo,What Home Is,1711474234,2023-11-10,2025-02-28,1,0,68.0,False,False
São Paulo,Slipping Away,1711474243,2023-11-10,2024-07-05,1,0,34.0,False,False
São Paulo,Easy,1711474241,2023-11-10,2024-09-06,1,0,43.0,False,False
São Paulo,The Way That It Was,1711474242,2023-11-10,2025-02-07,1,0,65.0,False,False
São Paulo,Cycles,1711474233,2023-11-10,2024-08-09,1,0,39.0,False,False
"Washington, D.C.",That Thing,1807227251,2025-03-21,2025-03-21,3,0,0.0,False,True
"Washington, D.C.",What Home Is,1711474234,2023-11-10,2024-03-01,1,0,16.0,False,False
"Washington, D.C.",Cycles,1711474233,2023-11-10,2024-03-01,3,0,16.0,False,False
"Washington, D.C.",The Way That It Was,1711474242,2023-11-10,2024-03-01,2,0,16.0,False,False
"Washington, D.C.",Althea,1748029276,2024-06-21,2024-06-21,5,0,0.0,False,True
"Washington, D.C.",Crash,1711474239,2023-11-10,2024-11-22,1,0,54.0,False,False
"Washington, D.C.",Holding On,1711474240,2023-11-10,2024-11-22,1,0,54.0,False,False
"Washington, D.C.",Easy,1711474241,2023-11-10,2024-11-22,1,0,54.0,False,False
"Washington, D.C.",Slipping Away,1711474243,2023-11-10,2024-11-22,1,0,54.0,False,False
"Washington, D.C.",All In,1711474237,2023-11-10,2024-03-01,1,0,,True,False
Austin,Althea,1748029276,2024-06-21,2024-07-19,4,0,4.0,False,False
Austin,That Thing,1807227251,2025-03-21,2025-03-21,3,0,0.0,False,True
Austin,Cycles,1711474233,2023-11-10,2024-02-16,2,0,14.0,False,False
Austin,Kid,1711474235,2023-11-10,2024-02-16,2,0,14.0,False,False
Austin,Crash,1711474239,2023-11-10,2024-02-16,2,0,14.0,False,False
Austin,All In,1711474237,2023-11-10,2024-02-16,1,0,14.0,False,False
Austin,What Home Is,1711474234,2023-11-10,2024-02-16,2,0,14.0,False,False
Austin,Easy,1711474241,2023-11-10,2024-02-16,1,0,14.0,False,False
Austin,The Way That It Was,1711474242,2023-11-10,2024-02-16,1,0,14.0,False,False
Austin,Slipping Away,1711474243,2023-11-10,2024-02-16,1,0,14.0,False,False
Austin,Holding On,1711474240,2023-11-10,2024-02-16,1,0,14.0,False,False
Hartford,What Home Is,1711474234,2023-11-10,2023-11-17,1,0,1.0,False,False
Hartford,That Thing,1807227251,2025-03-21,2025-04-11,5,0,3.0,False,False
Hartford,Cycles,1711474233,2023-11-10,2023-11-17,1,0,1.0,False,False
Hartford,Holding On,1711474240,2023-11-10,2024-08-30,1,0,42.0,False,False
Hartford,The Way That It Was,1711474242,2023-11-10,2023-11-17,1,0,1.0,False,False
Hartford,Althea,1748029276,2024-06-21,2024-06-21,4,0,0.0,False,True
Hartford,Kid,1711474235,2023-11-10,2023-11-17,1,0,1.0,False,False
Hartford,All In,1711474237,2023-11-10,2023-11-17,1,0,1.0,False,False
Hartford,Crash,1711474239,2023-11-10,2024-11-08,1,0,52.0,False,False
Hartford,Slipping Away,1711474243,2023-11-10,2023-11-17,1,0,1.0,False,False
Hartford,Easy,1711474241,2023-11-10,2024-11-15,1,0,53.0,False,False
North Myrtle Beach,Althea,1748029276,2024-06-21,2025-03-07,2,0,37.0,False,False
North Myrtle Beach,Holding On,1711474240,2023-11-10,2025-01-03,1,0,60.0,False,False
Spokane,Althea,1748029276,2024-06-21,2024-06-21,2,0,0.0,False,True
Spokane,That Thing,1807227251,2025-03-21,2025-04-11,1,0,3.0,False,False
Spokane,All In,1711474237,2023-11-10,2024-03-15,0,0,,True,False
Atlanta,Althea,1748029276,2024-06-21,2024-06-21,18,0,0.0,False,True
Atlanta,Cycles,1711474233,2023-11-10,2025-05-02,1,0,77.0,False,False
Atlanta,That Thing,1807227251,2025-03-21,2025-03-28,14,0,1.0,False,False
Atlanta,Crash,1711474239,2023-11-10,2024-11-22,1,0,54.0,False,False
Atlanta,What Home Is,1711474234,2023-11-10,2025-04-04,1,0,73.0,False,False
Atlanta,All In,1711474237,2023-11-10,2024-08-16,1,0,40.0,False,False
Atlanta,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,0,1.0,False,False
Atlanta,Kid,1711474235,2023-11-10,2024-08-16,1,0,40.0,False,False
Johannesburg,Althea,1748029276,2024-06-21,2024-06-21,2,0,0.0,False,True
Johannesburg,That Thing,1807227251,2025-03-21,2025-03-28,5,0,1.0,False,False
Los Angeles,Althea,1748029276,2024-06-21,2024-06-21,18,0,0.0,False,True
Los Angeles,That Thing,1807227251,2025-03-21,2025-03-28,7,0,1.0,False,False
Los Angeles,Cycles,1711474233,2023-11-10,2024-10-18,3,0,49.0,False,False
Los Angeles,Crash,1711474239,2023-11-10,2023-12-15,1,0,5.0,False,False
Los Angeles,The Way That It Was,1711474242,2023-11-10,2023-12-15,1,0,5.0,False,False
Los Angeles,All In,1711474237,2023-11-10,2025-02-07,1,0,65.0,False,False
Los Angeles,What Home Is,1711474234,2023-11-10,2023-12-15,1,0,5.0,False,False
Los Angeles,Easy,1711474241,2023-11-10,2023-12-15,1,0,5.0,False,False
Los Angeles,Holding On,1711474240,2023-11-10,2023-12-15,4,0,5.0,False,False
Los Angeles,Kid,1711474235,2023-11-10,2023-12-15,1,0,5.0,False,False
Madrid,Slipping Away,1711474243,2023-11-10,2024-12-27,1,0,59.0,False,False
Madrid,The Way That It Was,1711474242,2023-11-10,2025-02-28,1,0,68.0,False,False
Madrid,Althea,1748029276,2024-06-21,2024-06-21,3,0,0.0,False,True
Madrid,What Home Is,1711474234,2023-11-10,2025-02-07,1,0,65.0,False,False
Madrid,Cycles,1711474233,2023-11-10,2025-02-07,1,0,65.0,False,False
Madrid,Kid,1711474235,2023-11-10,2025-02-07,1,0,65.0,False,False
Miami,That Thing,1807227251,2025-03-21,2025-05-09,2,0,,True,False
Miami,Cycles,1711474233,2023-11-10,2023-11-17,1,0,1.0,False,False
Miami,Althea,1748029276,2024-06-21,2024-06-21,6,0,0.0,False,True
Milwaukee,Cycles,1711474233,2023-11-10,2024-06-28,1,0,33.0,False,False
Milwaukee,That Thing,1807227251,2025-03-21,2025-03-28,3,0,1.0,False,False
Milwaukee,The Way That It Was,1711474242,2023-11-10,2024-06-28,1,0,33.0,False,False
Milwaukee,Althea,1748029276,2024-06-21,2024-06-21,4,0,0.0,False,True
Milwaukee,Slipping Away,1711474243,2023-11-10,2024-07-05,2,0,34.0,False,False
Minneapolis,That Thing,1807227251,2025-03-21,2025-03-21,5,0,0.0,False,True
Minneapolis,Althea,1748029276,2024-06-21,2024-10-04,18,0,15.0,False,False
Norfolk,That Thing,1807227251,2025-03-21,2025-03-21,1,0,0.0,False,True
Norfolk,Holding On,1711474240,2023-11-10,2024-08-23,1,0,41.0,False,False
Norfolk,Althea,1748029276,2024-06-21,2024-12-27,1,0,27.0,False,False
Oklahoma City,That Thing,1807227251,2025-03-21,2025-03-28,3,0,1.0,False,False
Oklahoma City,Althea,1748029276,2024-06-21,2024-06-21,5,0,0.0,False,True
Roanoke,Althea,1748029276,2024-06-21,2024-06-21,2,0,0.0,False,True
Roanoke,That Thing,1807227251,2025-03-21,2025-03-28,4,0,1.0,False,False
San Antonio,That Thing,1807227251,2025-03-21,2025-03-28,3,0,1.0,False,False
San Antonio,Kid,1711474235,2023-11-10,2024-03-01,1,0,16.0,False,False
San Antonio,Althea,1748029276,2024-06-21,2024-06-21,3,0,0.0,False,True
San Antonio,Breaking Me Down,1807227249,2025-04-25,2025-05-09,2,0,,True,False
Sheboygan,Althea,1748029276,2024-06-21,2024-12-27,1,0,27.0,False,False
The Dalles,Althea,1748029276,2024-06-21,2024-07-12,1,0,3.0,False,False
The Dalles,Cycles,1711474233,2023-11-10,2025-01-17,1,0,62.0,False,False
Brockton,That Thing,1807227251,2025-03-21,2025-03-21,1,0,0.0,False,True
Brockton,Cycles,1711474233,2023-11-10,2025-01-17,1,0,62.0,False,False
Brockton,Althea,1748029276,2024-06-21,2024-06-21,1,0,0.0,False,True
Louisville,Kid,1711474235,2023-11-10,2025-01-17,1,0,62.0,False,False
Louisville,Cycles,1711474233,2023-11-10,2025-01-17,1,0,62.0,False,False
Louisville,Althea,1748029276,2024-06-21,2024-06-21,2,0,0.0,False,True
Louisville,Holding On,1711474240,2023-11-10,2024-04-12,2,0,22.0,False,False
Berlin,Althea,1748029276,2024-06-21,2024-09-06,1,0,11.0,False,False
Berlin,That Thing,1807227251,2025-03-21,2025-03-21,1,0,0.0,False,True
Berlin,Crash,1711474239,2023-11-10,2023-12-15,4,0,5.0,False,False
Berlin,All In,1711474237,2023-11-10,2023-12-08,1,0,4.0,False,False
Berlin,What Home Is,1711474234,2023-11-10,2023-12-15,1,0,5.0,False,False
Berlin,Easy,1711474241,2023-11-10,2023-12-15,1,0,5.0,False,False
Berlin,Slipping Away,1711474243,2023-11-10,2023-12-08,1,0,4.0,False,False
Berlin,Holding On,1711474240,2023-11-10,2023-12-08,4,0,4.0,False,False
Berlin,Kid,1711474235,2023-11-10,2023-12-15,1,0,5.0,False,False
Boston,Althea,1748029276,2024-06-21,2024-10-11,3,0,16.0,False,False
Boston,What Home Is,1711474234,2023-11-10,2024-06-28,1,0,33.0,False,False
Boston,Cycles,1711474233,2023-11-10,2025-01-10,2,0,61.0,False,False
Boston,That Thing,1807227251,2025-03-21,2025-04-11,6,0,3.0,False,False
Boston,Crash,1711474239,2023-11-10,2024-06-28,1,0,33.0,False,False
