City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
Düsseldorf,1,1,0%,20240628,Althea,1748029276,listeners
Elgin,0,1,-,20240628,Althea,1748029276,listeners
Elkhorn,0,1,-,20240628,Althea,1748029276,listeners
Fayetteville,1,1,0%,20240628,Althea,1748029276,listeners
Fortuna,0,1,-,20240628,Althea,1748029276,listeners
Fremont,0,1,-,20240628,Althea,1748029276,listeners
Fresno,2,1,-50%,20240628,Althea,1748029276,listeners
Gastonia,1,1,0%,20240628,Althea,1748029276,listeners
Gillette,0,1,-,20240628,Althea,1748029276,listeners
Grand Rapids,0,1,-,20240628,Althea,1748029276,listeners
Great Falls,1,1,0%,20240628,Althea,1748029276,listeners
Greeley,0,1,-,20240628,Althea,1748029276,listeners
Green Bay,1,1,0%,20240628,Althea,1748029276,listeners
Guangzhou,0,1,-,20240628,Althea,1748029276,listeners
Gunnison,0,1,-,20240628,Althea,1748029276,listeners
Halifax,0,1,-,20240628,Althea,1748029276,listeners
Hammond,0,1,-,20240628,Althea,1748029276,listeners
Harrisburg,0,1,-,20240628,Althea,1748029276,listeners
Harrisonburg,0,1,-,20240628,Althea,1748029276,listeners
Helsinki,3,1,-67%,20240628,Althea,1748029276,listeners
Hickory,0,1,-,20240628,Althea,1748029276,listeners
Honolulu,3,1,-67%,20240628,Althea,1748029276,listeners
Indiana,0,1,-,20240628,Althea,1748029276,listeners
Ioánnina,0,1,-,20240628,Althea,1748029276,listeners
Jackson,0,1,-,20240628,Althea,1748029276,listeners
Jacksonville,0,1,-,20240628,Althea,1748029276,listeners
Jefferson City,0,1,-,20240628,Althea,1748029276,listeners
Johannesburg,2,1,-50%,20240628,Althea,1748029276,listeners
Johnstown,1,1,0%,20240628,Althea,1748029276,listeners
Katowice,0,1,-,20240628,Althea,1748029276,listeners
Lafayette,0,1,-,20240628,Althea,1748029276,listeners
Lansing,0,1,-,20240628,Althea,1748029276,listeners
Leeds,0,1,-,20240628,Althea,1748029276,listeners
Leesburg,0,1,-,20240628,Althea,1748029276,listeners
Lexington-Fayette,0,1,-,20240628,Althea,1748029276,listeners
Lima,1,1,0%,20240628,Althea,1748029276,listeners
Lincoln,0,1,-,20240628,Althea,1748029276,listeners
Lisbon,0,1,-,20240628,Althea,1748029276,listeners
Little Rock,1,1,0%,20240628,Althea,1748029276,listeners
Ljubljana,0,1,-,20240628,Althea,1748029276,listeners
Lockport,0,1,-,20240628,Althea,1748029276,listeners
Lubbock,0,1,-,20240628,Althea,1748029276,listeners
Ludington,0,1,-,20240628,Althea,1748029276,listeners
Marquette,0,1,-,20240628,Althea,1748029276,listeners
Melbourne,0,1,-,20240628,Althea,1748029276,listeners
Memphis,1,1,0%,20240628,Althea,1748029276,listeners
Mesa,0,1,-,20240628,Althea,1748029276,listeners
Mexico City,1,1,0%,20240628,Althea,1748029276,listeners
Miami,5,1,-80%,20240628,Althea,1748029276,listeners
Milan,1,1,0%,20240628,Althea,1748029276,listeners
Mitchell,0,1,-,20240628,Althea,1748029276,listeners
Morehead,0,1,-,20240628,Althea,1748029276,listeners
Nanning,0,1,-,20240628,Althea,1748029276,listeners
New Haven,0,1,-,20240628,Althea,1748029276,listeners
Newbury,0,1,-,20240628,Althea,1748029276,listeners
Newmarket,0,1,-,20240628,Althea,1748029276,listeners
Oklahoma City,3,1,-67%,20240628,Althea,1748029276,listeners
Osaka,0,1,-,20240628,Althea,1748029276,listeners
Oslo,0,1,-,20240628,Althea,1748029276,listeners
Ottawa,1,1,0%,20240628,Althea,1748029276,listeners
Owatonna,0,1,-,20240628,Althea,1748029276,listeners
Panamá,0,1,-,20240628,Althea,1748029276,listeners
Perth,0,1,-,20240628,Althea,1748029276,listeners
Prague,1,1,0%,20240628,Althea,1748029276,listeners
Providence,1,1,0%,20240628,Althea,1748029276,listeners
Provo,2,1,-50%,20240628,Althea,1748029276,listeners
Reedley,0,1,-,20240628,Althea,1748029276,listeners
Riga,0,1,-,20240628,Althea,1748029276,listeners
Riverside,3,1,-67%,20240628,Althea,1748029276,listeners
Riyadh,0,1,-,20240628,Althea,1748029276,listeners
