City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
Rouses Point,0,1,-,20240621,Althea,1748029276,listeners
Rumford,0,1,-,20240621,Althea,1748029276,listeners
Saint George,0,1,-,20240621,Althea,1748029276,listeners
Saint Helena,0,1,-,20240621,Althea,1748029276,listeners
Samsun,0,1,-,20240621,Althea,1748029276,listeners
San Diego,0,1,-,20240621,Althea,1748029276,listeners
Santa Cruz,0,1,-,20240621,Althea,1748029276,listeners
Santa Fe,0,1,-,20240621,Althea,1748029276,listeners
Santa Rosa,0,1,-,20240621,Althea,1748029276,listeners
Seoul,0,1,-,20240621,Althea,1748029276,listeners
Sioux Falls,0,1,-,20240621,Althea,1748029276,listeners
Spartanburg,0,1,-,20240621,Althea,1748029276,listeners
Springfield,0,1,-,20240621,Althea,1748029276,listeners
Stuttgart,0,1,-,20240621,Althea,1748029276,listeners
Summerville,0,1,-,20240621,Althea,1748029276,listeners
Tallinn,0,1,-,20240621,Althea,1748029276,listeners
Tampa,0,1,-,20240621,Althea,1748029276,listeners
Terrace,0,1,-,20240621,Althea,1748029276,listeners
Thousand Oaks,0,1,-,20240621,Althea,1748029276,listeners
Toms River,0,1,-,20240621,Althea,1748029276,listeners
Trenton,0,1,-,20240621,Althea,1748029276,listeners
Vernon,0,1,-,20240621,Althea,1748029276,listeners
Vilnius,0,1,-,20240621,Althea,1748029276,listeners
Virginia Beach,0,1,-,20240621,Althea,1748029276,listeners
Warsaw,0,1,-,20240621,Althea,1748029276,listeners
Waterloo,0,1,-,20240621,Althea,1748029276,listeners
Waxahachie,0,1,-,20240621,Althea,1748029276,listeners
Wilmington,0,1,-,20240621,Althea,1748029276,listeners
Winder,0,1,-,20240621,Althea,1748029276,listeners
